List Name,List Title,URL
F3,Fight For Freedom,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=F3
FA-USERS,FA users for eCATS project,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FA-USERS
FAC-ADV-COMM,Law School Faculty Advisory Committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FAC-ADV-COMM
FAC-ASSIST,FAC-ASSIST,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FAC-ASSIST
FACEAIDSNU,FACE AIDS Chapter at Northwestern University,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FACEAIDSNU
FACULTY-APPLIED,Applied Physics Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FACULTY-APPLIED
FACULTYLEGALST,Legal Studies faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FACULTYLEGALST
FAMIS_ALL_USERS,FAMIS ALL USERS (Self Service and Application/Forms),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FAMIS_ALL_USERS
FAMIS_APPLIC_USR,FAMIS APPLICATION USERS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FAMIS_APPLIC_USR
FAMIS_SELF_SVC,FAMIS Self Service Users,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FAMIS_SELF_SVC
FASIS,Faculty Staff Information System,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FASIS
FASISPROCEDURES,FASIS Announcement List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FASISPROCEDURES
FCOI-PROJECT,Financial Conflict of Interest Project,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FCOI-PROJECT
FCVRIALLSTAFF,FSM FCVRI Faculty and staff - All Staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FCVRIALLSTAFF
FCVRIFAC,FSM FCVRI - All FCVRI Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FCVRIFAC
FCVRIFACNMFF,FCVRIFACNMFF (NMFF Faculty only.),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FCVRIFACNMFF
FDSCHOLAR,FDSCHOLAR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FDSCHOLAR
FEDERATIONUSERS,Federation Shibboleth User Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FEDERATIONUSERS
FEINBERGCNS,FEINBERGCNS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FEINBERGCNS
FELLOWSHIPS,FELLOWSHIPS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FELLOWSHIPS
FEMINISTS,FEMINISTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FEMINISTS
FFMARKETING-GEN,For all individuals and groups interested in F&F,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FFMARKETING-GEN
FFRA_ALL_USERS,"Finance, Facilities, and Research Admin ALL Users",https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FFRA_ALL_USERS
FFRA_CORE_USERS,"Finance, Facilities, and Research Administration Systems",https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FFRA_CORE_USERS
FIELDHOCKEY,NU Club Field Hockey Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FIELDHOCKEY
FIG,The French Interdisciplinary Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FIG
FIGHTFORFREEDOM,Fight for Freedom,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FIGHTFORFREEDOM
FIN-SEM,Finance seminar mailing list,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FIN-SEM
FINANCIAL_OPERATIONS,FINANCIAL_OPERATIONS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FINANCIAL_OPERATIONS
FINOPS,FINOPS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FINOPS
FINOPS-STAFF,Financial Operations Staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FINOPS-STAFF
FIRSTYEARCOMPLIT,firstyearcomplit,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FIRSTYEARCOMPLIT
FLOWCYTOMETRY,NU flow cytometry related items and announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FLOWCYTOMETRY
FM-COMP-ANNOUNCE,Service announcements from FM,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM-COMP-ANNOUNCE
FMIG,Family Medicine Interest Group (FMIG),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMIG
FMO,FMO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMO
FMS-ON-CALL,FMS-ON-CALL,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMS-ON-CALL
FMSAC,FMSAC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMSAC
FMSFUNCT,FMSFUNCT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMSFUNCT
FMSPT,FMSPT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMSPT
FMSTECH,FMSTECH,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FMSTECH
FM_AP_INTRFCE,FAMIS AP Interface Email List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_AP_INTRFCE
FM_COAS_INTRFCE,FAMIS COAS Interface Email List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_COAS_INTRFCE
FM_GL_INTRFCE,FAMIS GL Interface Email List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_GL_INTRFCE
FM_HRIS_INTRFCE,(FAMIS HRIS Interface Email List),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_HRIS_INTRFCE
FM_PO_INTRFCE,FAMIS PO Interface Email List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_PO_INTRFCE
FM_SIMS_INTRFCE,FAMIS SIMS Interface Email List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_SIMS_INTRFCE
FM_VENDR_INTRFCE,FAMIS Vendor Interface Email List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FM_VENDR_INTRFCE
FOSTER-WALKER,FOSTER-WALKER,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FOSTER-WALKER
FREIRE40,Freire Forty Years Later,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FREIRE40
FRESHMENQUAD,Elder Residential Community,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FRESHMENQUAD
FRIEDMAN12,FRIEDMAN12,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FRIEDMAN12
FSM-FACILITIES,FSM Facilities Notices,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSM-FACILITIES
FSM-NEUROSURG,Feinberg Neurosurgery Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSM-NEUROSURG
FSM-RES-ADM-SERV,FSM Research Administration Services,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSM-RES-ADM-SERV
FSM-STAFF-RELATIONS,FSM-STAFF-RELATIONS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSM-STAFF-RELATIONS
FSMOMELC,FSM OME Lecture Capture Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSMOMELC
FSMRESEARCHADMIN,FSM Research Administrators,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSMRESEARCHADMIN
FSM_GLOBAL_HEALTH,FSM_GLOBAL_HEALTH,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FSM_GLOBAL_HEALTH
FULLPROF-P-A,All full professors excluding non-budgetary appointments,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FULLPROF-P-A
FUSIONCOMPANY,Fusion Dance Company,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FUSIONCOMPANY
FWEB,foster-walker executive board,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=FWEB
G-ETS,G-ETS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=G-ETS
G-ETSSTUDENTS,G-ETSSTUDENTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=G-ETSSTUDENTS
G-SALSA,G-SALSA,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=G-SALSA
GALTER-IS,GALTER-IS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GALTER-IS
GALTER-LDRTEAM,Galter Library Leadership Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GALTER-LDRTEAM
GATS-SUPPORT,Graduate Admissions Tracking System Support,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GATS-SUPPORT
GCF-EXEC,Graduate Christian Fellowship Leadership Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GCF-EXEC
GEDI-NURSE,Nursing Staff working on EM's GEDI-WISE grant project,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GEDI-NURSE
GEDI-WISE,GEDI-WISE operational updates and news,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GEDI-WISE
GENOMICS-CORE,Genomics Core Facility,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GENOMICS-CORE
GENTLEMEN,Gentlemen's Adventure Club,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GENTLEMEN
GETSINTERNATIONAL,GETSINTERNATIONAL,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GETSINTERNATIONAL
GHSL-STAFF,ghsl-staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GHSL-STAFF
GIC-CONS,GIC-CONS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GIC-CONS
GIM-MONTHLY,GIM Monthly Employees,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GIM-MONTHLY
GIS,Geographic Information Systems,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GIS
GLC,Northwestern's Graduate Leadership Council,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLC
GLLTEACHERS,GLL Teachers,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLLTEACHERS
GLOBALEM,Emergency Medicine Global News,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLOBALEM
GLOBALHEALTH,GLOBALHEALTH,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLOBALHEALTH
GLOBALNUEM,Global EM Internal News,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLOBALNUEM
GLOBALWATERBRIGADES,GLOBALWATERBRIGADES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLOBALWATERBRIGADES
GLOBALWILDCATS,NU Global Wildcats,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLOBALWILDCATS
GLOBEMED,GLOBEMED,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLOBEMED
GLUU,GLUU,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GLUU
GOH,Gender Open Housing,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GOH
GOLDEN13,Golden Class 2013 Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GOLDEN13
GOODRICH,Goodrich Hall Residents,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GOODRICH
GOODRICHEXEC,Goodrich Exec,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GOODRICHEXEC
GOOD_NEIGHBORS,Good Neighbors Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GOOD_NEIGHBORS
GOTTFRIEDLAB,Gottfried lab listserve,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GOTTFRIEDLAB
GRADGARDENS,Plant-it Purple Graduate Gardens,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GRADGARDENS
GRADUATE-APPLIED,Applied Physics Graduate Students,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GRADUATE-APPLIED
GRADUATELEGALST,For Graduate Studies Interested in Legal Studies,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GRADUATELEGALST
GREEKALUMNI,GREEKALUMNI,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GREEKALUMNI
GREEKIV,GREEKIV,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GREEKIV
GRZYBOWSKIGRP,GRZYBOWSKIGRP,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GRZYBOWSKIGRP
GSA,GSA,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GSA
GSAQUEER,GSAQUEER,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GSAQUEER
GUAB_EVENTS,German Undergraduate Advisory Board Events Notification,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GUAB_EVENTS
GWAN,GWAN,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GWAN
GYMNASTICS,NU Club Gymnastics,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=GYMNASTICS
HABITAT,HABITAT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HABITAT
HALO,HALO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HALO
HAPPINESSCLUB,Happiness Club,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HAPPINESSCLUB
HAWC_SOFTWARE,ListServ for HAWC+ Software,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HAWC_SOFTWARE
HCI,Human Computer Interaction Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HCI
HEALTHPSYCHALL,"Health Psychology faculty, staff, and students",https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HEALTHPSYCHALL
HEALTHPSYCHFAC,Health Psychology Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HEALTHPSYCHFAC
HEARINGLAB,Hearing and Language Lab Listerv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HEARINGLAB
HELICON,Helicon Literature Magazine,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HELICON
HGSO,History Graduate Student Organization,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HGSO
HILC,Hillel Intellectual Life Committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HILC
HINMAN,1835 Hinman residents,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HINMAN
HINMANEXEC,1835 Hinman Exec,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HINMANEXEC
HISTORY,HISTORY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HISTORY
HISTORY_SOCIETY,Northwestern University History Society,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HISTORY_SOCIETY
HK-STUDENT,HK-STUDENT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HK-STUDENT
HLS,Health Law Society,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HLS
HOPELAB,Members of the Thomas Hope Laboratory,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HOPELAB
HOUSE-MANAGERS,HOUSE-MANAGERS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HOUSE-MANAGERS
HOUSE-STAFF,HOUSE-STAFF,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HOUSE-STAFF
HOUSESTAFF,HOUSESTAFF,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HOUSESTAFF
HRIS,HRIS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HRIS
HRITMS,HRITMS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HRITMS
HRPSUPGRADE,Human Resources PeopleSoft Upgrade Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HRPSUPGRADE
HSIP_WG,HSIP PhD Working Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HSIP_WG
HSP,Eta Sigma Phi,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HSP
HSSUMMER,Housestaff Summer Staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HSSUMMER
HUM-LOG,Humanitarian Logistics,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HUM-LOG
HUMANITIES,HUMANITIES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HUMANITIES
HUMLIAISONS,Humanities Liaisons,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HUMLIAISONS
HUPPGROUP,HUPPGROUP,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HUPPGROUP
HYDRA_SHARED_IR,NU ONLY - Hydra Shared IR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=HYDRA_SHARED_IR
IA-LAB,IA-LAB,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IA-LAB
IALJS,IALJS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IALJS
IBC,Interdepartmental Immunobiology Center,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IBC
IBIS-GRADS,IBIS-GRADS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IBIS-GRADS
IBIS-PDS,IBiS Postdocs,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IBIS-PDS
IBIS-PRECEPT,IBIS-PRECEPT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IBIS-PRECEPT
IBIS-SEMINARS,IBiS-Seminars,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IBIS-SEMINARS
IBNAM-LAB,IBNAM-LAB,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IBNAM-LAB
ICARUSSOCIETY,ICARUSSOCIETY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ICARUSSOCIETY
IC_VOLUNTEERS,Information Commons Volunteers,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IC_VOLUNTEERS
IEEE,Institute of Electrical and Electronics Engineers NU Chapter,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IEEE
IEMS-UNDERGRADS,IEMS-UNDERGRADS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IEMS-UNDERGRADS
IE_PROJECTS,InfoEd PT\PD Project Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IE_PROJECTS
IFC-EXEC,IFC-EXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IFC-EXEC
IFC-PHILANTHRO,IFC-PHILANTHRO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IFC-PHILANTHRO
IFC-PRES,IFC-PRES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IFC-PRES
IGSSA,IGSSA,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IGSSA
IHR_ALUMNI,International Human Rights Program Alumni/ae,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IHR_ALUMNI
IHR_JDLLM,JD/LLM,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IHR_JDLLM
IHR_LLM,IHR_LLM,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IHR_LLM
IHSRPS,IHS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IHSRPS
IIE-EXEC,IIE-EXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IIE-EXEC
IMAGENOWSUPPORT,ImageNow/WebNow support community,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMAGENOWSUPPORT
IMAGING-LISTSERV,IMAGING-LISTSERV,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMAGING-LISTSERV
IMC10,IMC Class of 2010 (Full-time),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMC10
IMC11,IMC FT Class of 2011,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMC11
IMC12,IMC12,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMC12
IMC13,IMC Class of 2013,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMC13
IMCPT,IMC Part-time Graduate Program,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMCPT
IMPUTE,Impute -- Imputations in Data Analysis,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMPUTE
IMSERC-NMR,IMSERC-NMR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMSERC-NMR
IMSERC-XRD-USERS,IMSERC X-Ray Diffraction User Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IMSERC-XRD-USERS
INDIA_ITP,India International Team Project,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INDIA_ITP
INFOED-COGNOS,InfoEd Cognos Report Users,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INFOED-COGNOS
INFOED-PD-POW,Proposal Development Process Owner Workgroup,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INFOED-PD-POW
INFOED-PD-USERS,INFOED PD USERS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INFOED-PD-USERS
INFOED_ALL_USERS,InfoEd All Users,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INFOED_ALL_USERS
INFOED_CORE_USER,InfoEd Core Users,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INFOED_CORE_USER
INFORMALISTS,INFORMALISTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INFORMALISTS
INNUVATION,INNUVATION,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INNUVATION
INNUVATION_UNDERGRAD,INNUVATION_UNDERGRAD,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INNUVATION_UNDERGRAD
INSPIRATIONWED,INSPIRATIONWED,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INSPIRATIONWED
INSPIREMEDIA,Inspire Media,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INSPIREMEDIA
INT-STUDENTLEADERS,INT-STUDENTLEADERS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INT-STUDENTLEADERS
INTEGRATIVEMED,LiveWellNU,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTEGRATIVEMED
INTERFAITH,Interfaith Hall,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTERFAITH
INTERNSHIPINFO,Northwestern UCS Internship Information,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTERNSHIPINFO
INTFAMILY,International Spouse/Family Listerv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTFAMILY
INTL-DOC,INTL-DOC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTL-DOC
INTLADMITOFFICE,International Student Admissions,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTLADMITOFFICE
INTLTAXLLM2015,International Tax Student List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTLTAXLLM2015
INTNEWS,INTNEWS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTNEWS
INTSTUDY,INTSTUDY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INTSTUDY
INVO,Innovation and New Ventures Office,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=INVO
IO_IL,Buffett Center International Organizations & International Law,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IO_IL
IPHAM-BCAHS,"IPHAM - Buehler Center on Aging, Health, and Society",https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-BCAHS
IPHAM-CCH,IPHAM - Center for Community Health,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-CCH
IPHAM-CEHS,IPHAM - Center for Education in Health Sciences,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-CEHS
IPHAM-CGH,IPHAM - Center for Global Health,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-CGH
IPHAM-CHS,IPHAM - Center for Health Care Studies,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-CHS
IPHAM-PHS,IPHAM - Population Health Sciences,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-PHS
IPHAM-PPH,IPHAM-PPH,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPHAM-PPH
IPR,IPR-GEN,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPR
IPR-BB,IPR Colloquium Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPR-BB
IPR-C2S-FAC,IPR C2S faculty members,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPR-C2S-FAC
IPR-C2S-STU,IPR C2S students and staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPR-C2S-STU
IPR-QCENTER,Listserv for IPR's Q-Center,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPR-QCENTER
IPR-SPM,Listserv for IPR's Seminars on Performance Measurement,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPR-SPM
IPRASSOC02,IPRASSOC02,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPRASSOC02
IPRFELLOWS02,IPRFELLOWS02,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPRFELLOWS02
IPRGRAD02,IPRGRAD02,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPRGRAD02
IPROFFICES,IPROFFICES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPROFFICES
IPRSTAFF02,IPRSTAFF02,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IPRSTAFF02
IQWST,IQWST Curriculum,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IQWST
IRB,IRB,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IRB
IRG3,MRSEC-IRG3,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IRG3
IRSA,IRanian Students Association at Northwestern University,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IRSA
IRT,IRT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IRT
ISA-RC46,ISA Clinical Sociology Research Committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISA-RC46
ISAC,ISAC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISAC
ISB,Biocurator,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISB
ISBE,ISBE,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISBE
ISBE-ANALYTICS,ISBE Analytics Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISBE-ANALYTICS
ISBE-EXEC,STUDORG: Institute for Student Business Education Executive Board,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISBE-EXEC
ISBE-EXEC-EXT,ISBE Executive Extension,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISBE-EXEC-EXT
ISBE-FSG,ISBE-FSG,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISBE-FSG
ISBE-TECH,ISBE Tech Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISBE-TECH
ISC,ISC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISC
ISITA,Institute for the Study of Islamic Thought in Africa,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISITA
ISO,ISO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISO
ISRAEL,ISRAEL,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISRAEL
ISRC-ALUM,Listserv for ISRC Alum,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISRC-ALUM
ISRC-RELAY,ISRC Relay for Life,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISRC-RELAY
ISRC-UPPER,ISRC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ISRC-UPPER
ITMS-STAFF,ITMS-STAFF,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=ITMS-STAFF
IT_STAFF,IT_STAFF,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IT_STAFF
IVCF,IVCF,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IVCF
IVCF_SUMMER,IVCF Summer Bible Study,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IVCF_SUMMER
IVFPC,IVFPC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=IVFPC
