List Name,List Title,URL
MEDILL-L,Literary Journalism (DA),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-L
MEDILL-MAG,Medill Magazine Department Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-MAG
MEDILL-N,MEDILL-N,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-N
MEDILL-NM,MEDILL-NM,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-NM
MEDILL-PARIS,Medill Experiential Learning Project - Paris,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-PARIS
MEDILL-PW,MEDILL-PW,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-PW
MEDILL-TEST,Medill Test,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-TEST
MEDILL-W,Medill Long-Form Writing (DA),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL-W
MEDILLBOA,MEDILLBOA,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILLBOA
MEDILLGI,MEDILLGI,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILLGI
MEDILLIMC,MEDILLIMC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILLIMC
MEDILLM-DSM,MEDILLM-DSM,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILLM-DSM
MEDILLSUMMITPLAN,Medill Summit Planning Committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILLSUMMITPLAN
MEDILL_WP_USERS,Medill WordPress Users Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDILL_WP_USERS
MEDSOCSCIENCES,Medical Social Sciences,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDSOCSCIENCES
MEDSPANISH,MEDSPANISH,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEDSPANISH
MELODIOUSTHUNK,MELODIOUSTHUNK,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MELODIOUSTHUNK
MEM_STUDENTS,Listserv for MEM Graduate Students,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MEM_STUDENTS
MENACOMMUNITY,MENA Community,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MENACOMMUNITY
MENAFACULTY,MENA Program Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MENAFACULTY
MENAGRAD,MENA Graduate Students,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MENAGRAD
MENAUNDERGRAD,MENAUNDERGRAD,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MENAUNDERGRAD
MENWATERPOLO,MENWATERPOLO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MENWATERPOLO
MFGRESEARCHGROUP,Cao/Ehmann Manufacturing Research Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MFGRESEARCHGROUP
MGC,MGC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MGC
MGC-EXEC,MGC-EXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MGC-EXEC
MGMTCOMMITTEE,Senior Leadership Team,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MGMTCOMMITTEE
MHB,Medical Humanities and Bioethics,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MHB
MHSPPSTAFF,MHSPP STAFF MEMBER (NOT INCLUDING FACULTY),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MHSPPSTAFF
MI-3-LABS,MI-3-LABS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MI-3-LABS
MICRO-READING,Applied Microeconomics Reading Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MICRO-READING
MIGHTYACORNS,MIGHTYACORNS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIGHTYACORNS
MIM-ALL,MIM-ALL,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-ALL
MIM-BIWEEKLY,MIM-BIWEEKLY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-BIWEEKLY
MIM-FACADMIN,MIM-FACADMIN,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-FACADMIN
MIM-FACULTY,MIM-FACULTY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-FACULTY
MIM-MONTHLY,MIM-MONTHLY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-MONTHLY
MIM-POSTDOCS,MIM-POSTDOCS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-POSTDOCS
MIM-SECONDARY,MIM-SECONDARY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-SECONDARY
MIM-STUDENTS,MIM-STUDENTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIM-STUDENTS
MINI-COURSES,MINI-COURSES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MINI-COURSES
MINICHEFZ,MiniChefz,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MINICHEFZ
MISERICORDIA,Volunteering with Misericordia,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MISERICORDIA
MIXED,NU Mixed Race Student Coalition,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MIXED
MLSA,MLSA,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MLSA
MM-INT-SEARCH,Medill multimedia-interactive search committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MM-INT-SEARCH
MMATTENDING,MMATTENDING,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MMATTENDING
MMLC,MMLC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MMLC
MOC_WOC,Men Off Campus And Women Off Campus,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MOC_WOC
MODELARABLEAGUE,MODELARABLEAGUE,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MODELARABLEAGUE
MOLBIOSCI-BIOBKS,Biobreaks,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MOLBIOSCI-BIOBKS
MONITORS,Monitors at Blomquist and Patten,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MONITORS
MORE,Mentorship Opportunities for Research Engagement,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MORE
MOREATETHS,MORE@ETHS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MOREATETHS
MORE_NILESWEST,MORE at Niles West,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MORE_NILESWEST
MORTARBOARD,MORTARBOARD,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MORTARBOARD
MOUNTING-BOOKS,mounting-books,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MOUNTING-BOOKS
MOUSEGROUP,MOUSEGROUP,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MOUSEGROUP
MPBC-ALL,All Members of Pharmacology Dept.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MPBC-ALL
MPBC-BIWEEKLY,BiWeekly Members of Pharmacology Dept.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MPBC-BIWEEKLY
MPBC-FACULTY,Faculty Members of Pharmacology Dept.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MPBC-FACULTY
MPBC-POSTDOCS,PostDoc Members of Pharmacology Dept.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MPBC-POSTDOCS
MPBC-SECONDARY,Secondary Faculty Members of Pharmacology Dept.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MPBC-SECONDARY
MPBC-STUDENTS,Student Members of Pharmacology Dept.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MPBC-STUDENTS
MR,MR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MR
MRSEC-IRG1A,MRSEC IRG1 Members,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MRSEC-IRG1A
MRSEC-IRG1B,MRSEC IRG1 Members + Participants,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MRSEC-IRG1B
MSA-STUDENTS,MSA-STUDENTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSA-STUDENTS
MSAB-EXEC,MSAB-EXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSAB-EXEC
MSCLUB,MSCLUB,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSCLUB
MSCLUB-EXEC,MSCLUB-EXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSCLUB-EXEC
MSED-ALUMNI,MS Ed Alumni,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSED-ALUMNI
MSED-INSTRUCTORS,MS Ed Instructors,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSED-INSTRUCTORS
MSEP,MSEP,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSEP
MSE_MS,MSE MS student list,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSE_MS
MSE_STAFF,MSE Core Staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSE_STAFF
MSHE-INSTRUCTORS,MS Higher Education Adminstration and Policy Instructors,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSHE-INSTRUCTORS
MSHE-STUDENTS,Students - MS Higher Education Adminstration and Policy,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSHE-STUDENTS
MSJ-ADMIT,MSJ-ADMIT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSJ-ADMIT
MSL2015,MSL2015,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSL2015
MSOG,Metadata Services Operations Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSOG
MSSPOSTDOCS,Medical Social Sciences Post Doctoral List,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSSPOSTDOCS
MSS_NUCORE,NU Center on Outcomes Research and Education (MSS),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MSS_NUCORE
MTS-AFFILIATES,MTS Affiliates,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MTS-AFFILIATES
MTS-FACULTY,MTS-FACULTY,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MTS-FACULTY
MTS-STUDENTS,MTS-STUDENTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MTS-STUDENTS
MULTICULTI,Multicultural Filmmakers Collective,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MULTICULTI
MURPHYSCHOLARS,Murphy Scholars,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MURPHYSCHOLARS
MUS-STAFF,MUS-STAFF,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MUS-STAFF
MUSAC,Medill Undergraduate Student Advisory Council,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MUSAC
MUSIC-LIBRARY-STAFF,music-library-staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MUSIC-LIBRARY-STAFF
MUSICGRAD,Bienen School of Music Graduate listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MUSICGRAD
MUSICGRAD2013,Bienen School of Music Grad Students Listserv entering F2013,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MUSICGRAD2013
MWDS,Midwest Dynamical Systems,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=MWDS
NABJ-NU,NABJ-NU,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NABJ-NU
NACCA,Northwestern A Cappella Community Alliance,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NACCA
NAISA,Native American and Indigenous Student Alliance,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NAISA
NBTI,Northwestern Brain Tumor Institute,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NBTI
NCB,NCB,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NCB
NCDC,NCDC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NCDC
NCDCEXEC,NCDCEXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NCDCEXEC
NCMTRAINING,NCM Training Program,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NCMTRAINING
NCS-NAV-TECH,NCS Navigator Developers,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NCS-NAV-TECH
NDLS,Northwestern Disability Law Society,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NDLS
NEC_COMMUNITY,NEC Community Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEC_COMMUNITY
NEMO,Northwestern Emergency Medicine Organization,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEMO
NEPHROLOGY,Nephrology Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEPHROLOGY
NERC_PIS,NERC Project Investigators,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NERC_PIS
NERC_PI_ASSIST,Assistants for the NERC PIs,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NERC_PI_ASSIST
NERC_POSTDOCS,NERC Postdoctoral Fellows,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NERC_POSTDOCS
NERC_STUDENTS,NERC Students,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NERC_STUDENTS
NESC,Northwestern Energy and Sustainability Consortium,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NESC
NETG,Northwestern Energy Technology Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NETG
NETLOGO-ANNOUNCE,NETLOGO-ANNOUNCE,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NETLOGO-ANNOUNCE
NEUROBIO-OFFICE,Neurobiology Department Office,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEUROBIO-OFFICE
NEUROBIOMS,Neurobiology Masters,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEUROBIOMS
NEUROBIOPD,Neurobiology Post Docs,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEUROBIOPD
NEUROBIOSEMINAR,Neurobiology Seminar,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEUROBIOSEMINAR
NEUROSURGERYDATA,Neurosurgery Data Reporting Tool,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEUROSURGERYDATA
NEVIN13,Nevin Class 2013 Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEVIN13
NEWPARENT,NEWPARENT,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEWPARENT
NEWSTUDENT,New Student Listserv for incoming NU Students,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NEWSTUDENT
NICO,NICO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NICO
NICOFACULTY,NICO Faculty & Affiliated Faculty,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NICOFACULTY
NICORG,NICORG,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NICORG
NJTIP-ALL,NJTIP-ALL,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NJTIP-ALL
NJTIP-PROVS,NJTIP-PROVISIONALS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NJTIP-PROVS
NJTIP_2014,NJTIP 2014 class,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NJTIP_2014
NJTIP_2015,NJTIP 2015 class,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NJTIP_2015
NJTIP_GRADS,NJTIP Recent graduates,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NJTIP_GRADS
NLAWBAYAREA,Law School alumni Bay Area Region,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLAWBAYAREA
NLAWCHICAGO,Law School alumni Chicago Area,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLAWCHICAGO
NLAWDC,Law School alumni DC Region,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLAWDC
NLAWLA,Law School alumni LA Region,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLAWLA
NLAWLABOARD,Law School alumni LA Region- Board Member Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLAWLABOARD
NLAWNYC,Law School alumni NYC Region,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLAWNYC
NLVS-EC,NLVS Events Committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLVS-EC
NLVS-EXEC,NLVS Executive Board,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLVS-EXEC
NLVSHEALTHED,NLVS Health Education Committee,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLVSHEALTHED
NLVSNU,New Life Volunteering Society,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NLVSNU
NM-EDW,Northwestern Medical EDW,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NM-EDW
NMP,NMP,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NMP
NMPCORE,NMPCORE,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NMPCORE
NM_EDBOARD,Northwestern Medicine Editorial Board Editors,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NM_EDBOARD
NNN,NNN,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NNN
NNN-SPORTS,NNN-SPORTS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NNN-SPORTS
NODE,Northwestern Organization of Design Engineers,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NODE
NOM,NOM,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NOM
NOMEXEC,NOM Exec,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NOMEXEC
NORBOOKS,Norris Bookstore Quarterly Invite,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NORBOOKS
NORRIS,NORRIS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NORRIS
NORRIS-PARTNERS,Norris-Partners,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NORRIS-PARTNERS
NORRIS-SUMMER,NORRIS-SUMMER,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NORRIS-SUMMER
NORRIS_GAMEROOM,Norris Game Room,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NORRIS_GAMEROOM
NORTHSHORECHIO,NORTHSHORECHIO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NORTHSHORECHIO
NOTICIERO,Noticiero Northwestern,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NOTICIERO
NPCPRES,NPCPRES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NPCPRES
NPHC,NPHC General Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NPHC
NPHR_ART,Northwestern Public Health Review Artist Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NPHR_ART
NSBE-EXEC,NSBE-EXEC,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NSBE-EXEC
NSDS,NSDS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NSDS
NSFL,Northwestern Students for Life,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NSFL
NSTF,No Strangers To Fiction,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NSTF
NSTV,NSTV,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NSTV
NU-633STCLAIR-18,NU-633StClair-18,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-633STCLAIR-18
NU-633STCLAIR-20,"Members of the 20th floor of 633, CHS",https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-633STCLAIR-20
NU-ADVISORGROUP,Northwestern Campus-wide Advisors Group,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-ADVISORGROUP
NU-AGILE-COP,NU Community of Practice for Agile Project Management,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-AGILE-COP
NU-CATALYSIS,NU Center for Catalysis & Surface Science (EXTERNAL CONTACTS),https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-CATALYSIS
NU-COMP-BI,NU-COMP-BI,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-BI
NU-COMP-BLCKBRD,BlackBoard Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-BLCKBRD
NU-COMP-CAESAR,NU-COMP-CAESAR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-CAESAR
NU-COMP-CANVAS,Canvas Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-CANVAS
NU-COMP-COLLAB,Research Computing - Vault - Collaborative,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-COLLAB
NU-COMP-EMAIL,E-mail Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-EMAIL
NU-COMP-FAMIS,FAMIS Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-FAMIS
NU-COMP-FASIS,FASIS - Faculty and Staff Information System Service Announc,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-FASIS
NU-COMP-FINANCE,"NUFinancials, Cognos, iBuyNU, InfoEd Service Announcements",https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-FINANCE
NU-COMP-HOSTED,Hosted Services - Servers & Storage Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-HOSTED
NU-COMP-HPC,HPC Quest - High Performance Computing Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-HPC
NU-COMP-LDAPAD,NU-COMP-LDAPAD,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-LDAPAD
NU-COMP-NETWORK,Network - Wired & Wireless Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-NETWORK
NU-COMP-QUEST,Research Computing - Quest,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-QUEST
NU-COMP-SI,NU-COMP-SI,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-SI
NU-COMP-SUPPL,Research Computing - Vault - Supplemental,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-SUPPL
NU-COMP-TELECOM,TELECOM - Voice & Telecommunications Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-TELECOM
NU-COMP-WEB,Website and Content Management Service Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-COMP-WEB
NU-ESL,NU-ESL,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-ESL
NU-FITNESS,NU-FITNESS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-FITNESS
NU-GPAN,NU Graduate Program Administrators Network,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-GPAN
NU-STAFFLEAD,NU-STAFFLEAD,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NU-STAFFLEAD
NUAIA,Northwestern AIA,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUAIA
NUAIKIDO,NUAIKIDO,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUAIKIDO
NUALCOHOLCOALIT,NU Alcohol Coalition,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUALCOHOLCOALIT
NUANCE_STAFF,NUANCE Center Staff,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUANCE_STAFF
NUASIAN,NU Asian's exec email listserv.,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUASIAN
NUBBALTOS,NUBBALTOS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBBALTOS
NUBBCLARINETS,Basketball Band Clarinets,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBBCLARINETS
NUBBDRUMS,Basketball Band Drumline,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBBDRUMS
NUBBFLUTES,NUBBFLUTES,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBBFLUTES
NUBG,NU Backgammon,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBG
NUBICDEVS,NUBIC Developers,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBICDEVS
NUBICDIRECTORS,NUBICDIRECTORS,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBICDIRECTORS
NUBLACKCULTURE,NUBLACKCULTURE,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBLACKCULTURE
NUBOP,Northwestern University Bone Health and Osteoporosis Program,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBOP
NUBUENOSAIRES,Northwestern Hillel-ASB: Buenos Aires,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUBUENOSAIRES
NUCATS_DIRECTORS,NUCATS Program Directors,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCATS_DIRECTORS
NUCATS_MANAGERS,NUCATS Program Managers,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCATS_MANAGERS
NUCH1,NU Channel 1,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCH1
NUCH1EXEC,NU Channel 1 Exec,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCH1EXEC
NUCH1STUDIO,NU Channel 1 Studio,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCH1STUDIO
NUCHR,NUCHR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCHR
NUCHRISTIANS,Christians on Campus,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCHRISTIANS
NUCOIINFO,NU Conflict of Interest Information,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCOIINFO
NUCORE-TESTERS,List for beta testers of NUcore,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCORE-TESTERS
NUCORE_MANAGERS,NU Core Facility Manager list,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCORE_MANAGERS
NUCR,NUCR,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCR
NUCREW_ALUMNI,NUCREW_ALUMNI,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCREW_ALUMNI
NUCREW_NMEN,NU Crew - Novice Men,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCREW_NMEN
NUCRU,Northwestern Cru,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCRU
NUCURLING,NU Curling Club Members,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUCURLING
NUDHL,NUDHL: Digital Humanities at Northwestern,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUDHL
NUEDGE,NU Edge,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUEDGE
NUET,ALL Member Listserv,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUET
NUFIRST-ANNOUNCE,NU FIRST Announcements,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUFIRST-ANNOUNCE
NUFIRST-INFO,NU-FIRST Information,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUFIRST-INFO
NUFP,NUFP,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUFP
NUFPS,Film and Projection Society,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUFPS
NUGCC,Northwestern University Graduate Canadian Club,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUGCC
NUGGET,Northwestern Capital Management,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUGGET
NUGREEKBUILD,NU GreekBuild's Upcoming News and Events,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUGREEKBUILD
NUHAWAIICLUB,NU Hawaii Club,https://listserv.it.northwestern.edu/scripts/wa.exe?A0=NUHAWAIICLUB
